order_id,order_date,customer_name,email_address,phone,product,qty,unit_price,discount,total,status,shipping_address,city,state,zip,year,month,revenue
14318,2024-12-31,Anthony Harris,anthony.harris@aol.com,,HDMI Cable 6ft,1,9.99,5.0,9.49,refunded,6918 Pine Blvd,Austin,TX,78777,2024,12,9.99
26921,2024-03-12,Amy Walker,amy.walker@gmail.com,7472007424,Keyboard Wrist Rest,1,19.99,0.0,19.99,completed,5524 Walnut Way,Charlotte,NC,28266,2024,3,19.99
18644,2024-12-31,Sharon Young,sharon.young@aol.com,,Keyboard Wrist Rest,4,19.99,0.0,79.96,shipped,4768 Main Ave,Salt Lake City,UT,84184,2024,12,79.96
26756,2024-12-31,Richard Williams,richard.williams@yahoo.com,6987118824,Noise Cancelling Headphones,4,249.99,10.0,899.96,shipped,6153 Maple Blvd,Denver,CO,80294,2024,12,999.96
21942,2024-12-31,Paul Brown,paul.brown@gmail.com,17826119629,Smart Plug 4-Pack,2,29.99,5.0,56.98,shipped,6766 Spruce Rd,Philadelphia,PA,19186,2024,12,59.98
26980,2023-06-01,John Adams,john.adams@yahoo.com,9553145167,Webcam,1,89.99,15.0,76.49,cancelled,6772 Cedar Ln,Minneapolis,MN,55432,2023,6,89.99
20318,2023-02-01,Unknown Customer,jason.thomas@aol.com,15047668765,USB Hub 7-Port,2,34.99,15.0,59.48,cancelled,360 Cedar Ave,Charlotte,NC,28290,2023,2,69.98
27341,2024-12-31,Ronald Davis,ronald.davis@outlook.com,3017883147,Portable Charger,2,49.99,20.0,79.98,completed,"""7689 Main Ln, Apt 1""",Boston,MA,2127,2024,12,99.98
7899,2024-12-31,Jason Scott,jason.scott@yahoo.com,18372061967,Streaming Mic Bundle,4,299.99,20.0,959.97,completed,4642 Pine Dr,Atlanta,GA,30377,2024,12,1199.96
26953,2024-12-31,Karen Nelson,karen.nelson@icloud.com,16503949438,Ring Light,1,79.99,0.0,79.99,completed,305 Birch Ln,Dallas,TX,75250,2024,12,79.99
17488,2024-12-31,Ashley Lewis,unknown@email.com,8915937894,Ergonomic Chair,1,349.99,0.0,349.99,refunded,1526 Aspen Ln,Miami,FL,33121,2024,12,349.99
27923,2024-12-31,Pamela Hernandez,pamela.hernandez@icloud.com,2472352755,Ring Light,4,79.99,0.0,319.96,pending,182 Elm Blvd,Phoenix,AZ,85024,2024,12,319.96
11959,2024-12-31,Charles Martinez,charles.martinez@hotmail.com,3274284752,Cable Organizer,2,12.99,10.0,23.38,completed,437 Aspen St,Nashville,TN,37215,2024,12,25.98
8734,2024-12-21,Amy Hill,amy.hill@hotmail.com,7615039652,Keyboard Wrist Rest,3,19.99,15.0,50.97,cancelled,4235 Pine Rd,Seattle,WA,98117,2024,12,59.97
26051,2024-12-31,Unknown Customer,lisa.clark@hotmail.com,8392398494,Ergonomic Chair,2,349.99,10.0,629.98,shipped,3516 Pine Ln,Charlotte,NC,28264,2024,12,699.98
6722,2024-12-31,Ryan Collins,ryan.collins@hotmail.com,6645345895,Mechanical Keyboard,2,129.99,10.0,233.98,refunded,2886 Oak Ct,Salt Lake City,UT,84150,2024,12,259.98
22103,2024-12-31,Kevin Baker,kevin.baker@outlook.com,3404984288,Wireless Headphones,3,79.99,15.0,203.97,shipped,6210 Aspen Dr,Las Vegas,NV,89155,2024,12,239.96999999999997
17127,2024-12-31,Matthew Torres,matthew.torres@outlook.com,19259682500,Keyboard Wrist Rest,1,19.99,20.0,15.99,refunded,6796 Walnut Ave,Chicago,IL,60658,2024,12,19.99
18997,2024-12-31,Melissa Parker,unknown@email.com,9905633488,Phone Case,3,19.99,10.0,53.97,completed,567 Walnut Ave,San Diego,CA,92146,2024,12,59.97
9942,2024-12-31,Kevin Ramirez,kevin.ramirez@yahoo.com,15893828398,USB Hub 7-Port,4,34.99,5.0,132.96,completed,9983 Maple Dr,Boston,MA,2117,2024,12,139.96
23148,2024-12-31,Brian Sanchez,brian.sanchez@icloud.com,18324908638,Webcam,2,89.99,0.0,179.98,pending,149 Elm Dr,San Diego,CA,92149,2024,12,179.98
6543,2024-12-31,Unknown Customer,barbara.cook@outlook.com,8373585290,Phone Stand,1,15.99,0.0,15.99,cancelled,1193 Oak Ct,Nashville,TN,37251,2024,12,15.99
7199,2024-07-17,Dorothy Martinez,dorothy.martinez@yahoo.com,8516841913,Blue Light Glasses,2,24.99,5.0,47.48,cancelled,2934 Aspen Blvd,Denver,CO,80213,2024,7,49.98
2793,2024-12-31,Jason Collins,jason.collins@gmail.com,6093997150,Mouse Pad XL,1,24.99,0.0,24.99,cancelled,2206 Maple Blvd,Columbus,OH,43259,2024,12,24.99
8704,2024-12-31,Emily Anderson,emily.anderson@yahoo.com,16844035094,Blue Light Glasses,1,24.99,15.0,21.24,refunded,"""2265 Pine Ct, Apt 16""",Portland,OR,97221,2024,12,24.99
25295,2024-12-31,Matthew Garcia,matthew.garcia@gmail.com,8887265491,Microphone,4,199.99,5.0,759.96,shipped,7449 Birch St,Boston,MA,2130,2024,12,799.96
3963,2024-12-31,Dorothy Cook,dorothy.cook@hotmail.com,4684707671,Mouse Pad XL,1,24.99,5.0,23.74,cancelled,1158 Aspen Ave,Nashville,TN,37217,2024,12,24.99
23459,2024-12-31,Gary Walker,gary.walker@gmail.com,8233762115,Microphone,1,199.99,0.0,199.99,shipped,5042 Walnut St,Seattle,WA,98127,2024,12,199.99
16834,2024-12-31,Melissa Young,melissa.young@aol.com,15904158199,Laptop Stand,1,45.0,0.0,45.0,cancelled,1611 Elm Ln,Denver,CO,80255,2024,12,45.0
12548,2023-07-01,John Martin,john.martin@hotmail.com,6278992465,Standing Desk,2,599.99,15.0,1019.98,cancelled,"""2997 Walnut St, Apt 1""",Atlanta,GA,30323,2023,7,1199.98
6527,2024-12-31,Linda Garcia,linda.garcia@hotmail.com,8834995479,Portable Charger,2,49.99,20.0,79.98,completed,"""1346 Aspen Ln, Apt 5""",Salt Lake City,UT,84160,2024,12,99.98
1985,2023-04-17,Patricia Adams,patricia.adams@outlook.com,8136873680,Standing Desk,1,599.99,5.0,569.99,cancelled,1014 Elm Dr,Minneapolis,MN,55442,2023,4,599.99
7881,2024-12-31,Jonathan Collins,jonathan.collins@hotmail.com,8062329945,Phone Stand,3,15.99,0.0,47.97,cancelled,"""7721 Pine St, Apt 19""",Charlotte,NC,28273,2024,12,47.97
7559,2024-12-31,Melissa Carter,unknown@email.com,4918533754,Wireless Mouse,1,39.99,0.0,39.99,cancelled,4292 Aspen Way,Phoenix,AZ,85082,2024,12,39.99
11786,2024-12-31,Thomas Evans,thomas.evans@aol.com,9087634095,Mechanical Keyboard,2,129.99,20.0,207.98,cancelled,"""5418 Walnut Rd, Apt 8""",Salt Lake City,UT,84118,2024,12,259.98
27188,2024-12-31,Deborah Baker,deborah.baker@yahoo.com,2952201789,Keyboard Wrist Rest,4,19.99,10.0,71.96,cancelled,1139 Aspen Rd,Seattle,WA,98166,2024,12,79.96
1136,2023-10-19,George Wright,george.wright@hotmail.com,9578568145,Mechanical Keyboard,2,129.99,0.0,259.98,pending,5282 Birch Rd,Minneapolis,MN,55410,2023,10,259.98
24371,2023-08-14,Sharon Hill,sharon.hill@icloud.com,8963061434,Webcam,4,89.99,5.0,341.96,shipped,8629 Birch Blvd,San Diego,CA,92163,2023,8,359.96
15203,2024-12-31,Stephanie Moore,stephanie.moore@gmail.com,17018568272,Laptop Stand,1,45.0,0.0,45.0,shipped,712 Elm Rd,Denver,CO,80298,2024,12,45.0
4061,2024-12-31,Michelle Hill,michelle.hill@icloud.com,9466526736,Mouse Pad XL,3,24.99,0.0,74.97,refunded,8034 Elm Ave,San Jose,CA,95189,2024,12,74.97
17312,2024-12-31,Kevin Collins,kevin.collins@aol.com,6434922443,Keyboard Wrist Rest,2,19.99,15.0,33.98,pending,2681 Aspen Way,Indianapolis,IN,46288,2024,12,39.98
7492,2024-12-31,Unknown Customer,jonathan.thomas@icloud.com,5673392563,Monitor Arm,1,89.99,0.0,89.99,pending,4220 Walnut St,Minneapolis,MN,55443,2024,12,89.99
13000,2023-11-21,Barbara Moore,barbara.moore@gmail.com,3876304780,"Laptop Sleeve 15""",4,29.99,15.0,101.97,pending,1882 Maple Ct,Seattle,WA,98134,2023,11,119.96
12697,2024-12-31,Ronald Thompson,unknown@email.com,16339474711,Cable Organizer,1,12.99,0.0,12.99,completed,4358 Oak Ave,Las Vegas,NV,89113,2024,12,12.99
19172,2024-12-31,Ashley King,ashley.king@yahoo.com,19784306354,Keyboard Wrist Rest,1,19.99,10.0,17.99,completed,9856 Main Way,Las Vegas,NV,89181,2024,12,19.99
4464,2024-01-02,Mark Miller,mark.miller@gmail.com,2213038532,Streaming Mic Bundle,3,299.99,10.0,809.97,cancelled,995 Maple Rd,Philadelphia,PA,19122,2024,1,899.97
13138,2024-12-31,Nicholas Turner,nicholas.turner@aol.com,3753547711,Wireless Headphones,2,79.99,0.0,159.98,cancelled,2081 Walnut Blvd,Charlotte,NC,28296,2024,12,159.98
19062,2024-12-31,Emily Scott,emily.scott@yahoo.com,4446081453,Standing Desk,2,599.99,0.0,1199.98,shipped,6481 Cedar Ln,Indianapolis,IN,46269,2024,12,1199.98
18164,2024-12-31,Jennifer Brown,jennifer.brown@icloud.com,5132332391,HDMI Cable 6ft,4,9.99,20.0,31.97,completed,"""1328 Pine Ln, Apt 14""",Seattle,WA,98172,2024,12,39.96
1959,2024-12-31,Laura Nelson,laura.nelson@outlook.com,7708274079,Portable Charger,1,49.99,5.0,47.49,refunded,2089 Birch Rd,San Jose,CA,95153,2024,12,49.99
13557,2024-12-31,Linda Lee,linda.lee@outlook.com,6663298719,Blue Light Glasses,3,24.99,5.0,71.22,cancelled,"""7322 Maple St, Apt 16""",Philadelphia,PA,19184,2024,12,74.97
6717,2024-12-31,Nicholas Perez,nicholas.perez@hotmail.com,Unknown,HDMI Cable 6ft,1,9.99,10.0,8.99,pending,"""3533 Cedar Dr, Apt 20""",San Diego,CA,92140,2024,12,9.99
3826,2023-09-08,John Morris,john.morris@gmail.com,8479044430,Gaming Headset,1,89.99,0.0,89.99,completed,6941 Walnut Ln,Minneapolis,MN,55410,2023,9,89.99
23638,2024-12-31,Daniel Garcia,daniel.garcia@yahoo.com,5573469987,Wireless Mouse,4,39.99,15.0,135.97,shipped,6427 Main Ave,San Jose,CA,95191,2024,12,159.96
1501,2024-12-31,James Miller,james.miller@outlook.com,8987214909,4K Webcam,3,149.99,5.0,427.47,pending,1801 Main Way,Denver,CO,80237,2024,12,449.97
12727,2024-12-31,Jeffrey Lewis,jeffrey.lewis@outlook.com,Unknown,"Laptop Sleeve 15""",2,29.99,0.0,59.98,refunded,8478 Maple Blvd,Portland,OR,97292,2024,12,59.98
11125,2024-12-31,Eric Morris,eric.morris@aol.com,4108295597,Blue Light Glasses,4,24.99,0.0,99.96,cancelled,1777 Oak Ave,Las Vegas,NV,89190,2024,12,99.96
15613,2024-10-17,Sharon Garcia,sharon.garcia@gmail.com,8473922531,Standing Desk,3,599.99,20.0,1439.98,cancelled,6573 Walnut Ave,Denver,CO,80224,2024,10,1799.97
12634,2024-12-31,Nicholas Johnson,nicholas.johnson@yahoo.com,7836487311,Wireless Mouse,1,39.99,5.0,37.99,cancelled,4263 Pine Ave,Philadelphia,PA,19129,2024,12,39.99
17867,2024-12-31,Thomas Moore,thomas.moore@hotmail.com,9894828355,Wireless Mouse,1,39.99,10.0,35.99,cancelled,6012 Oak St,Atlanta,GA,30345,2024,12,39.99
1425,2024-12-31,David Anderson,david.anderson@hotmail.com,15943065815,Laptop Stand,2,45.0,10.0,81.0,shipped,"""9897 Birch Blvd, Apt 5""",Austin,TX,78753,2024,12,90.0
4514,2023-04-04,Charles Morris,charles.morris@outlook.com,2963713557,Cable Organizer,4,12.99,5.0,49.36,pending,2803 Spruce Ln,Indianapolis,IN,46298,2023,4,51.96
1673,2024-10-11,Robert Brown,robert.brown@icloud.com,4093873907,Streaming Mic Bundle,3,299.99,0.0,899.97,pending,9242 Walnut Rd,Salt Lake City,UT,84159,2024,10,899.97
27561,2024-12-31,Michelle Wilson,michelle.wilson@gmail.com,4268663644,Monitor,4,299.99,15.0,1019.97,shipped,1891 Birch Dr,Philadelphia,PA,19175,2024,12,1199.96
3296,2024-12-31,Unknown Customer,n/a@placeholder.com,2572105689,"Laptop Sleeve 15""",2,29.99,0.0,59.98,completed,7534 Cedar Ln,Denver,CO,80249,2024,12,59.98
11826,2024-12-31,Linda Mitchell,linda.mitchell@outlook.com,9983443826,Webcam,1,89.99,0.0,89.99,cancelled,6969 Spruce Ave,San Diego,CA,92134,2024,12,89.99
